folioviv;clave;gasto_tri;frecuencia
0141534;E001;2820,07;5
0141534;D001;818,58;6
0141534;A001;3802,84;4
0141534;B002;4912,83;6
0141534;A002;4216,93;1
0588763;B001;603,53;1
0588763;B002;3938,07;1
0588763;A001;1051,78;6
0255996;B002;5674,78;5
0255996;F001;722,02;3
0255996;A001;13436,35;6
0241858;A002;1812,8;4
0241858;F001;1042,91;6
0241858;B002;1582,49;4
0241858;E001;2131,36;1
0791729;B001;3243,56;1
0791729;D001;1920,6;3
0791729;A001;2882,61;4
0791729;E001;1151,57;3
0791729;F001;2541,62;3
0791729;C001;4282,94;5
0449847;B001;1687,14;6
0449847;E001;2611,23;2
0449847;D001;1481,23;1
0449847;A001;1376,25;5
0449847;C001;4476,1;6
0220222;C001;1864,19;4
0220222;B002;3057,23;3
0220222;E001;3423,98;6
0220222;D001;3916,33;5
0220222;A001;879,04;2
0220222;F001;1120,87;4
0220222;A002;2015,15;4
0599189;A001;1406,8;2
0599189;B001;2621,73;3
0599189;B002;1153,1;3
0788508;B002;126,55;6
0788508;A002;2028,04;2
0788508;E001;880,08;4
0788508;B001;1374,15;6
0788508;D001;3506,57;2
0788508;A001;997,18;3
0788508;F001;1303,98;4
0750662;C001;9171,68;3
0750662;A001;1925,2;1
0750662;B001;3796,14;2
0750662;B002;352,18;5
0963153;B001;2029,94;5
0963153;B002;3080,01;5
0963153;A001;1481,66;3
0963153;A002;659,48;3
0963153;D001;1647,52;4
0313179;F001;1461,06;2
0313179;A001;806,47;2
0313179;E001;1211,02;6
0313179;B001;752,51;5
0313179;B002;1467,35;1
0313179;C001;7233,66;1
0313179;A002;4931,24;4
0313179;D001;1488,67;2
0961894;E001;6391,5;4
0961894;C001;782,2;1
0961894;F001;422,96;4
0961894;D001;2783,44;3
0548023;A002;15351,21;2
0548023;B001;440,05;2
0548023;A001;234,35;1
0548023;D001;2901,73;4
0548023;C001;508,45;6
0548023;E001;560,78;2
0548023;F001;530,81;4
0528110;A001;5443,25;5
0528110;E001;3390,15;1
0528110;C001;5784,78;2
0528110;B002;2399,93;6
0528110;A002;1814,58;4
0528110;D001;1669,58;4
0528110;F001;8113,49;6
0528110;B001;831,13;4
0301204;C001;2836,62;3
0301204;F001;336,26;3
0301204;A002;6433,46;5
0301204;B002;933,6;3
0301204;E001;886,97;1
0301204;D001;9201,17;4
0301204;A001;2261,07;4
0543591;B001;919,56;2
0543591;D001;1859,17;1
0543591;A002;1248,4;2
0543591;E001;926,54;5
0554891;B002;6408,64;2
0554891;B001;5730,51;6
0554891;A002;6316,19;3
0554891;C001;1126,72;2
0554891;E001;1854,23;6
0554891;F001;828,09;4
0949482;B001;3527,88;6
0949482;C001;2056,42;3
0949482;A002;902,79;3
0949482;D001;684,93;6
0949482;F001;2399,58;3
0949482;B002;5233,73;4
0949482;E001;785,99;5
0949482;A001;2563,64;1
0574515;B001;7955,71;3
0574515;A002;915,27;4
0574515;C001;10513,87;6
0574515;A001;482,61;4
0574515;E001;5102,77;1
0574515;B002;5879,92;5
0574515;F001;4554,13;5
0574515;D001;796,74;3
0727613;F001;2174,51;2
0727613;E001;2724,46;2
0727613;C001;2915,37;2
0177082;A002;1118,72;1
0177082;B001;1347,72;4
0177082;C001;1378,44;4
0177082;F001;1353,44;6
0177082;A001;835,99;4
0177082;E001;673,33;2
0177082;D001;1268,31;5
0177082;B002;2308,35;4
0569552;B001;2504,41;5
0569552;F001;2093,55;3
0569552;E001;686,78;3
0619564;D001;1556,61;5
0619564;B001;842,62;4
0619564;A002;1213,91;1
0619564;B002;4896,04;5
0467677;A002;3828,33;6
0467677;C001;1880,58;2
0467677;A001;3631,07;5
0467677;B001;1989,92;4
0467677;E001;2759,45;5
0467677;B002;2937,56;3
0467677;D001;1102,4;6
0797285;D001;1120,39;2
0797285;E001;17769,93;6
0797285;B001;180,46;5
0797285;B002;2402,99;4
0797285;A002;1845,89;5
0692026;F001;1030,79;1
0692026;B002;1047,5;2
0692026;E001;6669,05;3
0692026;C001;9554,8;6
0692026;A001;3969,31;6
0692026;B001;4058,44;3
0692026;A002;2057,62;2
0692026;D001;3498,28;2
0861702;E001;1643,36;1
0861702;B001;4892,48;2
0861702;B002;3065,04;5
0861702;A001;998,91;4
0861702;D001;510,71;2
0861702;A002;4402,56;5
0861702;F001;5213,78;1
0436531;B001;1466,44;5
0436531;C001;1157,34;2
0436531;E001;7202,41;4
0436531;B002;717,09;6
0436531;D001;766,37;1
0436531;F001;1567;2
0436531;A002;462;6
0419028;C001;12057,67;5
0419028;B001;1401,08;3
0419028;E001;4322,5;3
0419028;D001;1820,98;3
0419028;B002;3423,83;4
0419028;A001;1400,49;2
0419028;F001;1406,83;3
0419028;A002;690,44;4
0162509;E001;8177,49;6
0162509;C001;1494,63;4
0162509;A002;1499,94;2
0162509;B002;1054,72;5
0162509;B001;1909,01;2
0162509;F001;2147,46;3
0394775;E001;1410,98;2
0394775;C001;503,94;5
0394775;A001;1921,59;2
0394775;D001;1040,84;2
0295491;C001;3426,84;4
0295491;D001;4586,84;3
0295491;A002;3269,79;1
0295491;A001;1724,25;6
0343922;B002;11115,53;4
0343922;A002;5074,34;3
0343922;C001;2342,94;5
0343922;F001;2013,36;3
0953953;D001;1403,01;2
0953953;C001;1586,87;4
0953953;B002;8382,03;6
0953953;E001;1651,65;5
0953953;F001;2835,36;4
0836432;B002;1560,63;4
0836432;B001;267,14;1
0836432;C001;2038,41;5
0836432;F001;1820,78;6
0836432;A001;1436,75;6
0492394;D001;1203,99;2
0492394;A002;1880,33;4
0492394;C001;7788,89;3
0492394;E001;5597,57;4
0492394;F001;861,36;1
0492394;A001;1802,71;5
0861732;F001;953,63;1
0861732;B001;467,1;1
0861732;B002;1919,12;1
0861732;D001;2942,47;2
0861732;E001;6609,76;1
0861732;A002;3373,98;4
0861732;A001;3876,07;3
0468451;A001;2977,11;2
0468451;B002;7851,2;5
0468451;B001;2172,24;1
0468451;F001;450,16;4
0468451;E001;5393,48;3
0468451;C001;383,94;5
0468451;A002;3471,83;6
0468451;D001;1153,03;6
0985271;B001;1526,72;1
0985271;E001;2461,68;2
0985271;C001;1114,51;4
0985271;A001;1560,45;1
0985271;B002;1255,42;2
0985271;D001;584,27;3
0985271;A002;537,94;3
0640670;F001;1362,64;2
0640670;B002;687,63;5
0640670;A001;1858,32;2
0640670;A002;1810,7;6
0640670;D001;452,3;1
0640670;C001;2911,69;5
0640670;E001;446,94;1
0640670;B001;14480,91;6
0109886;E001;3026,29;2
0109886;D001;1314,99;4
0109886;F001;5924,43;6
0109886;B002;1525,65;6
0109886;A002;1524,66;1
0109886;C001;2795,8;2
0109886;A001;2147,94;4
0109886;B001;6428,95;1
0556973;F001;793,57;6
0556973;A001;7043,88;2
0556973;C001;4055,06;5
0556973;E001;3044,68;5
0556973;A002;345,66;4
0556973;B002;562,23;6
0556973;D001;6486,79;4
0556973;B001;1504,98;4
0741853;E001;1543,33;5
0741853;A002;5191,58;4
0741853;D001;2597,67;4
0741853;F001;399,69;1
0741853;A001;4006,5;4
0573050;F001;406,04;4
0573050;B001;381,68;3
0573050;D001;1592,48;4
0573050;A002;1758,81;3
0573050;E001;1147,72;6
0573050;C001;491,66;4
0573050;A001;1662,01;3
0703999;A001;428,28;2
0703999;B001;2153,46;3
0703999;E001;1301,85;5
0703999;F001;1209,85;6
0703999;A002;1026,06;2
0703999;D001;1524,63;3
0703999;C001;1216,65;1
0703999;B002;2213,47;6
0694322;B001;1187,88;3
0694322;B002;3333,71;3
0694322;D001;2812,18;2
0105274;D001;13992,53;5
0105274;C001;485,14;4
0105274;B001;3834,87;3
0333812;A002;4297,99;3
0333812;F001;948,29;2
0333812;E001;2608,44;4
0333812;B001;4437,17;5
0333812;D001;2645,05;6
0333812;C001;2272,71;3
0333812;A001;6057,04;5
0333812;B002;766,61;3
0118701;A002;1881,02;6
0118701;A001;1854,76;6
0118701;B001;3361,65;6
0118701;F001;1246,26;3
0118701;E001;1042,21;2
0118701;B002;2016,37;6
0118701;D001;983,22;5
0453909;D001;809,89;6
0453909;B002;3922,64;4
0453909;E001;4507,8;6
0453909;A002;752,2;3
0453909;A001;899,49;6
0609032;A002;2083,96;3
0609032;A001;5661,76;5
0609032;E001;2168,11;4
0609032;D001;678,72;2
0609032;F001;315,83;3
0172777;B001;1164,8;3
0172777;C001;915,04;6
0172777;A002;2008,35;5
0697191;B001;3772,63;5
0697191;C001;613,16;5
0697191;E001;958,09;3
0840037;C001;2088,69;3
0840037;D001;1900,73;4
0840037;B002;4365,6;3
0840037;F001;2664,25;1
0256030;A002;1451,41;6
0256030;F001;502,45;2
0256030;E001;3648,65;6
0256030;A001;367,91;1
0256030;C001;1656,58;3
0256030;B001;1491,15;2
0256030;D001;3279,62;1
0256030;B002;5867,8;6
0194242;F001;468,5;6
0194242;B002;1830,56;2
0194242;B001;9507,55;2
0194242;C001;2248,13;5
0194242;A002;1745,1;6
0194242;E001;2380,04;1
0812102;A002;10518,66;4
0812102;D001;7925,79;5
0812102;F001;513,49;3
0786632;E001;1306,56;2
0786632;B001;636,98;1
0786632;A002;3399,22;4
0786632;D001;2782,26;4
0786632;C001;2212,8;4
0786632;F001;9359;5
0786632;A001;894,36;6
0786632;B002;963,71;2
0355661;D001;1943,4;4
0355661;F001;5462,66;4
0355661;C001;4627,86;5
0355661;B001;5690,45;3
0355661;E001;2516,05;2
0355661;A001;1599,77;3
0355661;A002;536,85;6
0355661;B002;11422;3
0316762;F001;1880,24;2
0316762;B001;1869,52;5
0316762;A001;4988,34;1
0316762;D001;4230,09;1
0316762;B002;2144,36;2
0419928;B001;1432,25;5
0419928;C001;1599,92;3
0419928;A002;15737,56;3
0419928;F001;966,91;6
0419928;A001;8337,75;4
0419928;B002;765,59;3
0419928;D001;1428,02;6
0419928;E001;962,02;1
0310303;F001;2822,87;1
0310303;A001;1128,04;3
0310303;E001;1336,63;6
0310303;A002;1129,08;1
0310303;B001;3077,16;2
0310303;D001;1162,7;2
0310303;C001;3045,4;5
0310303;B002;1301,36;5
0822779;A001;1796,18;1
0822779;A002;6176,68;2
0822779;B001;4591,1;4
0822779;B002;1349,53;3
0822779;C001;1041,36;4
0822779;E001;4010,29;4
0822779;F001;482,47;5
0477110;C001;6046,88;2
0477110;E001;2215,1;3
0477110;B001;3867,7;5
0477110;D001;1669,14;4
0477110;A002;827,09;6
0477110;F001;1490,12;5
0269747;B001;529,39;6
0269747;E001;3971,31;2
0269747;B002;4946,03;6
0269747;D001;1074,83;2
0348069;B001;1506,26;6
0348069;E001;5170,05;5
0348069;C001;5127,5;3
0348069;F001;6474,97;2
0348069;D001;3180,62;6
0348069;A001;732,75;5
0301770;A001;1072,24;2
0301770;F001;4616,81;4
0301770;E001;3251,41;3
0301770;D001;2313,31;5
0301770;B002;5218,48;1
0301770;B001;484,61;3
0301770;A002;2917,78;3
0385604;D001;2318,73;5
0385604;B002;3075,19;2
0385604;F001;965,1;1
0662182;A001;2369,94;2
0662182;B001;5306,68;3
0662182;C001;1490,74;1
0662182;E001;1133,74;2
0662182;F001;3761,09;5
0662182;B002;2516,51;1
0431582;F001;2196,66;4
0431582;E001;2631,6;2
0431582;B001;1212,57;3
0431582;D001;1109,5;5
0431582;B002;5729,99;4
0431582;C001;233,93;2
0600003;C001;346,2;4
0600003;B002;2578,35;3
0600003;A002;1372,56;3
0600003;D001;1084,03;4
0676252;F001;2951,43;4
0676252;A002;368,21;4
0676252;D001;1121,56;3
0676252;E001;4884,46;5
0382918;D001;3613,01;1
0382918;E001;1157,56;6
0382918;B002;3436,52;6
0382918;C001;1166,07;2
0382918;B001;3297,43;3
0995444;B002;3242,72;6
0995444;A002;7068,62;5
0995444;F001;2923,27;6
0995444;E001;6376,03;3
0995444;D001;2355,16;5
0995444;C001;2766,32;3
0995444;A001;958,12;4
0534126;B002;678,01;6
0534126;F001;2632,57;4
0534126;A002;443,61;6
0534126;C001;7286,87;4
0534126;A001;4063,75;4
0534126;B001;2532,45;3
0534126;D001;2937,2;2
0435960;D001;1015,97;1
0435960;B002;1609,13;5
0435960;E001;1195,41;1
0435960;C001;7604,52;5
0435960;F001;1290,87;1
0178456;F001;5906,4;5
0178456;A002;297,27;5
0178456;E001;3307,57;6
0178456;D001;2366,1;1
0178456;C001;4063,98;1
0178456;A001;7287,6;2
0496743;E001;14563,23;1
0496743;B002;14493,78;4
0496743;B001;5195,97;1
0661177;E001;695,33;2
0661177;C001;3618,88;3
0661177;D001;1988,31;5
0661177;F001;1012,75;5
0321797;B001;2509,15;2
0321797;E001;5481,85;2
0321797;B002;2553,64;3
0321797;C001;3136,56;4
0321797;A001;395,13;5
0321797;A002;2437,8;1
0321797;D001;4057,58;4
0526322;B002;982,87;4
0526322;C001;1814,75;6
0526322;D001;5645,32;5
0526322;A001;1287,49;2
0526322;A002;7036,05;4
0526322;E001;1058,43;4
0526322;F001;1464,95;5
0526322;B001;3654,62;4
0621686;D001;7643,7;1
0621686;A001;1914,49;5
0621686;E001;1047,04;6
0621686;B002;1532,98;4
0621686;F001;299,42;3
0621686;B001;8710,16;6
0865758;B002;7737,62;3
0865758;B001;5094,48;3
0865758;E001;8669,31;6
0865758;F001;368,99;3
0160749;C001;3615,39;4
0160749;B002;902,74;4
0160749;E001;487,29;2
0160749;A001;668,34;6
0710468;B001;1260,96;1
0710468;C001;1269,49;6
0710468;A002;5973,57;1
0710468;E001;557,24;3
0710468;F001;9298,9;4
0710468;A001;895,14;2
0620643;A002;1115,91;5
0620643;F001;1279,31;1
0620643;C001;8548,15;3
0620643;D001;3987,8;6
0620643;A001;3150,62;3
0620643;B002;4235,43;1
0620643;E001;954,05;4
0620643;B001;2245,52;5
0353600;E001;2815,27;3
0353600;A002;2446,98;1
0353600;D001;1048,37;2
0353600;C001;3613,32;5
0353600;B001;6232,51;5
0353600;F001;1910,66;1
0289517;E001;3731,02;6
0289517;D001;2549,15;5
0289517;A001;2937;4
0289517;B001;2710,17;2
0289517;F001;324,65;5
0289517;B002;2740,1;6
0289517;C001;1725,03;1
0418184;A001;1191,43;6
0418184;A002;3235,84;1
0418184;E001;730,51;2
0418184;C001;1988;5
0418184;F001;895,39;1
0418184;B001;1228,26;2
0418184;B002;2116,61;1
0418184;D001;1885,34;6
0715709;C001;5001,78;4
0715709;F001;22973,88;2
0715709;B002;8677,15;6
0715709;A001;712,77;5
0715709;B001;1748,14;3
0715709;A002;5381,82;5
0715709;E001;5618,04;2
0715709;D001;264,68;3
0700167;A001;3272,93;5
0700167;E001;1863,78;6
0700167;F001;1372,04;6
0700167;A002;3659,74;6
0700167;B001;10204,93;6
0395591;C001;527,11;2
0395591;E001;970,75;1
0395591;A002;3038,19;2
0428610;B001;4437,15;2
0428610;A001;4029,28;1
0428610;D001;3416,93;6
0428610;B002;7810,24;5
0428610;F001;3011,6;4
0428610;C001;609,48;5
0428610;E001;905,65;2
0428610;A002;1422,29;1
0904295;E001;3017,33;1
0904295;A002;255,82;4
0904295;F001;713,56;5
0405224;B002;937,77;1
0405224;D001;4180,25;1
0405224;A001;5827,39;1
0405224;A002;2924,3;5
0321593;D001;3511,04;1
0321593;C001;939,62;4
0321593;A001;2708,95;5
0685358;D001;889,82;3
0685358;E001;291,91;5
0685358;B001;867,13;1
0685358;B002;2303,19;5
0685358;A001;1459,81;4
0584251;D001;2089,36;2
0584251;B001;3056,32;5
0584251;B002;2164,4;2
0584251;A001;2561,78;1
0584251;C001;1497,91;1
0584251;E001;3488,26;5
0584251;A002;2032,95;6
0251239;F001;1115,84;6
0251239;C001;488,43;5
0251239;A001;1585,71;3
0251239;B001;2389,69;3
0251239;A002;11697,58;2
0251239;B002;730,55;6
0251239;D001;2194,57;2
0251239;E001;6410,24;1
0804204;A002;970,8;1
0804204;D001;1083,61;5
0804204;C001;7710,07;6
0804204;A001;722,47;6
0804204;B002;1119,69;2
0804204;F001;3652,78;3
0495103;D001;1702,33;1
0495103;B002;8564,78;2
0495103;E001;1867,69;3
0495103;B001;19525,98;5
0495103;A001;2576,04;5
0276928;E001;980,47;2
0276928;B001;5493,11;6
0276928;B002;2770,39;6
0276928;A001;1584,06;3
0276928;A002;9052,14;6
0276928;F001;1816,66;3
0606318;B002;447,23;2
0606318;D001;2837,06;2
0606318;F001;1179,7;6
0606318;A001;1220,13;5
0606318;B001;944,19;4
0870791;B001;1426,25;3
0870791;F001;13852,23;1
0870791;A002;2386,6;6
0870791;A001;3393,08;6
0870791;C001;2136,84;3
0870791;D001;5045,61;5
0870791;E001;2063,41;3
0870791;B002;6646,52;3
0407580;A001;3377,17;1
0407580;D001;4295,73;5
0407580;B002;1551,51;6
0407580;A002;831,31;5
0407580;C001;992,28;3
0407580;F001;2805,8;2
0407580;B001;467,43;3
0211965;C001;1244,06;2
0211965;B002;1970,5;1
0211965;F001;2591,66;5
0211965;A001;2538,85;3
0327267;B002;3772,1;4
0327267;B001;1622,55;2
0327267;C001;1753,05;6
0327267;A002;1351,81;6
0327267;A001;2956,83;6
0327267;E001;4119,13;5
0327267;D001;2761,14;1
0327267;F001;3787,73;3
0247243;E001;1670,61;1
0247243;B001;2250,03;1
0247243;A002;1960,87;3
0247243;B002;633,14;3
0247243;D001;2067,9;3
0152912;B002;1327,07;3
0152912;A002;5936,01;5
0152912;C001;3079,78;1
0152912;A001;1384,63;2
0152912;F001;2206,57;5
0152912;E001;1945,79;4
0152912;D001;2703,63;5
0781161;F001;5744,88;6
0781161;B001;3609,78;2
0781161;B002;7920,87;3
0781161;C001;3136,21;4
0781161;A001;3418,41;4
0781161;A002;1078,99;2
0781161;D001;18162,53;1
0781161;E001;1291,36;4
0961766;A002;649,07;1
0961766;E001;1629,86;1
0961766;C001;2616,66;6
0961766;B002;1151,49;2
0961766;A001;459,08;1
0961766;D001;4474,21;1
0961766;B001;6446,11;4
0961766;F001;1404,8;2
0768412;F001;1714,49;4
0768412;E001;1497,69;2
0768412;A001;954,51;5
0768412;A002;564,66;4
0768412;B002;1139,97;2
0768412;C001;1875,38;3
0768412;D001;3982,86;5
0624617;D001;2444,29;2
0624617;F001;953,35;1
0624617;C001;2041,07;6
0624617;A002;1083,49;2
0624617;A001;541,4;1
0624617;B002;1090,19;5
0624617;B001;257,21;5
0624617;E001;1291,84;3
0572483;A001;4844,41;3
0572483;C001;785,93;3
0572483;F001;4675,87;5
0572483;D001;1736,55;3
0572483;A002;1975,03;5
0335880;B001;2752,12;4
0335880;A001;1107,76;3
0335880;A002;2812,46;3
0335880;F001;4163,61;2
0335880;D001;1543,59;1
0335880;E001;1907,1;2
0335880;C001;945,62;1
0335880;B002;1501,7;4
0999457;A001;7276,89;2
0999457;C001;8252,62;3
0999457;F001;2265,85;1
0999457;A002;1412,97;6
0999457;D001;2041,18;6
0999457;B002;10359,5;1
0999457;B001;1563,77;6
0154138;C001;330,37;1
0154138;A002;4539,76;3
0154138;E001;3167,83;5
0154138;A001;4066,96;4
0154138;B002;4408,33;3
0154138;D001;984,83;1
0174291;D001;1381,13;5
0174291;E001;1974,14;6
0174291;B001;4581,42;1
0174291;B002;1262,34;1
0174291;A001;1124,92;4
0174291;A002;3677;1
0174291;F001;552;5
0425631;D001;572,16;6
0425631;B002;2734,79;5
0425631;C001;1830,12;6
0425631;E001;1844,28;4
0425631;B001;1192,14;1
0425631;A001;598,17;4
0425631;F001;873,79;6
0887590;A002;18878,14;4
0887590;E001;4660,23;3
0887590;B002;2654,95;2
0294115;A002;506,09;6
0294115;F001;1308,4;6
0294115;E001;1602,38;4
0294115;D001;490,29;5
0294115;A001;3133,01;4
0294115;B001;799,64;4
0434513;D001;1279,89;6
0434513;A001;5029,22;6
0434513;A002;1152,04;1
0434513;B002;2490,29;4
0434513;E001;2417,84;2
0434513;B001;820,7;3
0657550;A001;4761,62;6
0657550;D001;1926,9;4
0657550;E001;4122,92;6
0657550;F001;2087,97;4
0982627;F001;1964,51;2
0982627;B002;1306,9;2
0982627;D001;3412,82;6
0982627;A002;8975,57;1
0982627;C001;5915,36;4
0612211;A002;1860,26;4
0612211;E001;1654,74;2
0612211;C001;1191,87;3
0612211;B002;5260,93;1
0612211;D001;7447,49;3
0612211;A001;2747,96;2
0612211;B001;1801,24;4
0605823;B002;985,54;4
0605823;F001;1000,53;4
0605823;D001;5418,98;1
0605823;E001;2934,14;4
0605823;B001;2090,37;6
0605823;A001;872,13;5
0605823;C001;674,55;6
0605823;A002;4926,69;6
0188704;D001;9133,93;4
0188704;C001;1665,42;2
0188704;F001;4433,29;3
0296371;C001;2227,97;4
0296371;B001;430,4;6
0296371;A001;3635,09;5
0296371;E001;3380,08;5
0247218;B001;2632,31;2
0247218;B002;3217,74;5
0247218;F001;2612,27;6
0247218;A002;563,27;5
0247218;A001;4717,18;3
0247218;E001;1208,91;3
0247218;D001;3247,41;4
0247218;C001;3934,46;6
0880846;F001;510,76;1
0880846;D001;1916,24;4
0880846;A001;1196,23;3
0241293;C001;900,82;5
0241293;F001;2703,92;4
0241293;A001;1685,7;3
0241293;B001;8209,81;5
0241293;E001;1555,66;2
0241293;D001;777,82;6
0241293;B002;3553,28;1
0241293;A002;911,9;1
0595898;B002;544,42;3
0595898;B001;559,27;4
0595898;E001;2056,93;4
0595898;A001;2189,86;1
0269143;B002;814,05;5
0269143;B001;3465,89;5
0269143;A002;3581,21;1
0269143;F001;1697,15;4
0778076;E001;6942,5;1
0778076;B001;896,04;3
0778076;B002;1631,75;6
0778076;C001;1585,42;1
0778076;F001;726,13;1
0778076;A002;2323,61;4
0778076;A001;457,3;1
0778076;D001;590,8;2
0224293;C001;12460,87;1
0224293;E001;1653,71;6
0224293;A002;1629,89;5
0224293;A001;16948,55;1
0224293;F001;1918,18;6
0224293;B002;4717,81;3
0601834;B002;3250,03;3
0601834;E001;10247,32;1
0601834;F001;3074,84;3
0601834;D001;565,44;6
0601834;A001;1541,07;6
0601834;B001;6259,53;5
0478152;E001;4721,49;2
0478152;F001;3792,89;6
0478152;D001;1030,28;2
0478152;A001;8332,89;5
0478152;C001;2865,33;1
0478152;B001;2527,69;1
0424547;F001;6168,98;5
0424547;B002;768,6;5
0424547;E001;1079,94;4
0424547;B001;3295;6
0424547;A002;746,93;2
0424547;D001;4998,74;2
0424547;C001;1469,28;5
0544481;F001;3739,48;5
0544481;A001;1361,76;4
0544481;C001;3690,83;5
0741778;F001;4399,1;5
0741778;A002;2769,92;4
0741778;A001;968,24;4
0741778;B001;1615,67;1
0692535;B001;1336,17;2
0692535;B002;2145,28;4
0692535;A002;1666,78;2
0778714;A002;1357,39;1
0778714;A001;6329,22;4
0778714;B002;1812,98;3
0778714;C001;1778,01;5
0778714;B001;10442,68;1
0778714;D001;5393,25;1
0636089;C001;6668,55;1
0636089;F001;5669,61;6
0636089;A001;1715,73;1
0636089;B002;1118,74;5
0636089;A002;425,09;6
0612437;D001;7533,68;1
0612437;F001;1012,99;2
0612437;C001;2334,34;1
0612437;A002;10147,38;1
0612437;A001;1165,36;3
0612437;B002;2594,17;6
0612437;E001;1441,18;3
0218840;F001;760,01;1
0218840;E001;1025,96;2
0218840;B002;896,37;4
0218840;A001;1047,26;1
0218840;C001;4217,8;1
0218840;A002;4008,57;2
0218840;B001;281,62;3
0577772;B002;2960,35;3
0577772;D001;1384,02;2
0577772;C001;2026,37;2
0577772;A002;1089,69;2
0577772;A001;2296,81;3
0577772;F001;2493,13;1
0375587;C001;457,1;5
0375587;D001;4291,2;1
0375587;B002;505,02;6
0375587;A002;5321,34;2
0375587;F001;683,48;3
0859680;B001;12524,31;6
0859680;A002;1799,54;4
0859680;A001;3167,3;2
0680442;C001;3747,01;2
0680442;D001;1853,84;4
0680442;B001;1197,79;1
0680442;A001;1075,99;1
0680442;A002;1187,5;1
0680442;F001;1708,08;4
0680442;E001;2993,25;6
0680442;B002;747,72;1
0735660;E001;1103,61;6
0735660;D001;2090,06;6
0735660;B002;1135,75;4
0735660;B001;2291,18;6
0735660;C001;8306,51;5
0256349;A001;2037,84;2
0256349;A002;8099,94;6
0256349;D001;3490;6
0256349;E001;394,69;2
0256349;B001;6359,86;4
0256349;C001;389,87;3
0256349;B002;5694,07;2
0833953;F001;2941,55;4
0833953;A001;1918,73;1
0833953;E001;19250,42;1
0833953;D001;5213,37;2
0833953;B002;4745,75;4
0235578;D001;5325,76;2
0235578;F001;1287,82;1
0235578;C001;209,95;2
0235578;A002;10330,01;5
0235578;A001;1984,86;3
0504584;A002;1753,12;3
0504584;B001;1100,08;4
0504584;C001;2688,67;6
0504584;E001;1627,64;6
0238902;A002;1805,25;3
0238902;D001;466,83;2
0238902;A001;475,58;1
0982248;A002;2244,08;5
0982248;F001;3533,31;5
0982248;E001;2753,05;1
0982248;B001;1720,82;5
0982248;D001;631,49;1
0982248;A001;2069,23;2
0925575;A001;2148,35;6
0925575;D001;622,86;5
0925575;B002;335,25;4
0925575;E001;8982,7;6
0925575;F001;7773,27;4
0925575;B001;10434,65;6
0925575;A002;245,68;2
0542910;F001;1424,19;6
0542910;B001;444,51;4
0542910;E001;2669,32;1
0996929;B002;3104,69;3
0996929;D001;678,14;3
0996929;C001;4253,45;6
0996929;E001;2783,53;4
0996929;F001;3292,99;6
0185692;E001;1086,02;3
0185692;D001;1250,71;1
0185692;C001;5809,67;3
0185692;B001;1458,71;1
0185692;A002;1192,85;4
0185692;B002;5319,46;1
0185692;A001;8611,49;4
0185692;F001;1052,68;5
0817537;E001;532;5
0817537;C001;964,15;2
0817537;A002;747,88;2
0817537;B001;1273,29;2
0817537;D001;4431,3;6
0817537;B002;1110,9;4
0817537;A001;1159,04;2
0110768;A001;2547,45;3
0110768;B001;2693,07;6
0110768;B002;2956,67;2
0110768;E001;1247,02;1
0626096;F001;310,42;5
0626096;B001;4593,98;4
0626096;B002;1589,35;3
0626096;E001;1186,72;3
0626096;A001;2379,4;3
0179103;A002;1459,74;6
0179103;F001;506,72;1
0179103;E001;521,38;4
0179103;D001;10778,35;6
0179103;C001;3972,55;2
0179103;B002;1025,79;6
0179103;B001;6877,32;2
0359373;E001;1660,76;1
0359373;B001;5123,6;2
0359373;D001;1081,87;4
0359373;A002;688,87;5
0312489;A002;1389,53;6
0312489;A001;2681,56;5
0312489;B001;1831,31;3
0312489;D001;2172,61;6
0525999;C001;3903,59;5
0525999;D001;2833,44;3
0525999;A001;4245,03;3
0804348;B002;6382,41;3
0804348;D001;1700,47;6
0804348;B001;3503;2
0804348;E001;5347,34;2
0804348;A002;1544,52;3
0888757;C001;918,67;6
0888757;A001;967,91;4
0888757;D001;896,63;3
0888757;A002;3745,46;4
0888757;B002;8671,04;5
0888757;F001;3380,12;5
0888757;B001;2779,53;3
0592247;F001;1013,46;5
0592247;A002;952,81;5
0592247;A001;1872,85;2
0592247;B002;9445,2;3
0592247;D001;2138,61;1
0592247;E001;1580,74;3
0592247;C001;1092,36;2
0592247;B001;4905,85;1
0291558;B001;8415,5;6
0291558;F001;4290,97;2
0291558;D001;1286,71;3
0291558;B002;5630,6;3
0111500;F001;1461,42;6
0111500;A002;8128,5;3
0111500;A001;6360,78;4
0444654;B002;1848,1;6
0444654;F001;748,96;1
0444654;C001;2391,93;1
0444654;B001;969,9;4
0444654;D001;8040,72;4
0444654;A002;1631,4;2
0444654;A001;1596,15;3
0444654;E001;5927,16;4
0546613;A002;542,74;2
0546613;D001;697,65;3
0546613;A001;3060,69;2
0546613;B001;1723,35;6
0498714;A001;5116,17;4
0498714;C001;2615,62;6
0498714;B002;772,35;3
0838235;A002;3545,27;2
0838235;C001;4292,52;1
0838235;B002;2930,58;3
0838235;D001;2419,51;3
0838235;A001;4944,29;2
0838235;F001;2281,55;3
0838235;B001;6369,08;4
0476699;E001;1096,83;4
0476699;A002;2325,61;6
0476699;A001;6911,97;6
0345030;A001;897,44;3
