folioviv,entidad,nom_ent,tam_loc,tot_integ,ing_cor,gasto_mon,factor
0920403,20,Oaxaca,4,4,184051.85,149187.73,502
0577670,22,Querétaro,1,2,44708.76,39996.09,1068
0478035,20,Oaxaca,1,2,34319.19,26782.09,537
0638272,22,Querétaro,1,3,91687.99,74175.32,882
0212088,22,Querétaro,1,1,45423.34,37798.67,420
0144499,19,Nuevo León,4,2,73416.37,56055.05,106
0991959,16,Michoacán de Ocampo,1,5,53901.14,54381.32,368
0679752,16,Michoacán de Ocampo,1,3,100044.45,82330.94,877
0694714,31,Yucatán,1,2,37465.16,31143.28,1329
0735561,31,Yucatán,1,2,7694.18,9262.41,1042
0914591,09,Ciudad de México,2,1,61482.11,48160.33,748
0897507,19,Nuevo León,4,5,134625.09,147534.46,1242
0417066,31,Yucatán,2,2,98591.02,92920.39,407
0726308,19,Nuevo León,2,1,99612.94,58467.48,1027
0231361,22,Querétaro,3,3,74419.42,75888.64,128
0985102,16,Michoacán de Ocampo,4,4,67203.79,70469.9,161
0187226,31,Yucatán,1,2,53539.67,44945.82,187
0193550,09,Ciudad de México,2,2,79467.4,82698.73,1246
0639169,20,Oaxaca,3,4,93555.43,97580.57,509
0562201,16,Michoacán de Ocampo,2,2,46556.3,43850.28,889
0512306,09,Ciudad de México,4,3,13340.63,11211.8,215
0385638,09,Ciudad de México,3,3,36083.14,26415.87,1224
0700328,31,Yucatán,1,5,102473.14,75186.38,1119
0753603,22,Querétaro,3,1,26151.05,26384.64,1005
0485104,22,Querétaro,2,7,38816.49,33916.62,1381
0640319,09,Ciudad de México,1,2,23333.87,26440.43,1146
0688844,16,Michoacán de Ocampo,2,1,,27220.46,1072
0679259,22,Querétaro,2,5,98979.06,76812.06,189
0881113,09,Ciudad de México,1,4,164510.24,136142.58,353
0351565,20,Oaxaca,3,3,45741.88,36096.06,801
0991109,19,Nuevo León,4,4,23174.12,24809.88,208
0870685,31,Yucatán,2,1,35500.92,29608.93,708
0163929,20,Oaxaca,1,5,133023.72,88260.13,407
0533953,22,Querétaro,1,3,83266.23,75167.32,399
0372341,31,Yucatán,2,3,111195.69,74979.28,507
0303461,09,Ciudad de México,1,2,79091.73,57176.53,872
0178337,19,Nuevo León,1,3,137575.83,117438.01,1212
0403106,19,Nuevo León,2,4,70142.67,34169.88,281
0297368,31,Yucatán,4,2,43388.1,43066.88,1152
0170985,31,Yucatán,4,3,39580.79,45516.4,113
0972158,31,Yucatán,2,7,100405.74,63387.56,585
0837592,09,Ciudad de México,3,4,32601.57,20203.62,412
0730698,22,Querétaro,4,1,,111851.88,385
0929270,19,Nuevo León,2,2,152226.33,134487.76,601
0189708,31,Yucatán,1,2,42770.82,39830.85,332
0461917,31,Yucatán,9,2,73387.29,52576.97,184
0941181,16,Michoacán de Ocampo,1,2,40660.17,38553.88,561
0640287,31,Yucatán,3,3,50903.56,43616.05,1214
0659103,09,Ciudad de México,1,2,73477.76,69396.96,989
0535686,19,Nuevo León,3,5,107867.61,87535.76,872
0719452,16,Michoacán de Ocampo,4,3,41210.94,39650.65,1146
0453595,22,Querétaro,3,3,49387.51,37538.18,313
0737523,16,Michoacán de Ocampo,1,5,87188.26,78783.27,368
0937175,20,Oaxaca,3,1,36262.48,32987.17,325
0967995,22,Querétaro,1,7,42985.64,38169.93,763
0144694,31,Yucatán,2,2,105520.4,61197.44,1019
0348829,20,Oaxaca,1,3,84952.6,88009.27,554
0351517,31,Yucatán,1,5,43245.6,31176.19,1331
0824847,19,Nuevo León,1,4,77088.67,83468.2,539
0301564,22,Querétaro,3,6,41827.82,38334.93,292
0167973,16,Michoacán de Ocampo,9,2,139995.28,103185.71,652
0686154,16,Michoacán de Ocampo,1,2,56687.05,59293.68,790
0172782,31,Yucatán,1,2,59233.75,61668.03,692
0223191,20,Oaxaca,3,2,30616.53,62259.13,765
0580499,31,Yucatán,2,1,,27692.52,1080
0978078,20,Oaxaca,2,3,23404.35,37544.45,1197
0596869,09,Ciudad de México,1,2,78927.56,81655.3,331
0937139,20,Oaxaca,1,3,147246.08,74593.85,951
0402916,09,Ciudad de México,2,4,156242.21,91559.75,203
0315580,22,Querétaro,4,3,31777.21,23778.97,1162
0788413,31,Yucatán,4,2,23096.34,22707.97,469
0728632,31,Yucatán,3,2,108290.46,106116.15,1079
0653401,20,Oaxaca,3,2,64121.71,77585.02,175
0928966,19,Nuevo León,3,7,,21363.79,248
0505778,22,Querétaro,2,5,43564.49,39104.63,673
0287962,20,Oaxaca,4,3,73881.2,52903.8,104
0991144,22,Querétaro,4,4,29507.55,40435.56,723
0580515,31,Yucatán,1,3,42212.51,38754.02,708
0361683,20,Oaxaca,1,3,135211.14,122211.91,1045
0153264,19,Nuevo León,2,3,64587.1,57883.9,1245
0186917,16,Michoacán de Ocampo,2,2,66128.88,52205.51,342
0203905,31,Yucatán,3,5,85385.14,89846.61,655
0316240,31,Yucatán,2,2,48451.74,43674.58,237
0818265,19,Nuevo León,2,3,73702.3,60129.83,1017
0724878,09,Ciudad de México,1,3,23864.64,23487.84,1346
0767218,19,Nuevo León,3,2,55632.59,48379.71,1238
0678614,19,Nuevo León,1,4,87290.81,55894.31,121
0203750,09,Ciudad de México,2,2,37703.51,35713.58,747
0961990,31,Yucatán,2,1,56620.21,48931.65,891
0478687,09,Ciudad de México,3,1,62689.45,61036.23,238
0105232,31,Yucatán,1,2,76048.82,111396.53,349
0851320,09,Ciudad de México,3,2,37634.32,32982.47,1082
0833553,22,Querétaro,1,5,242028.76,254572.92,794
0479064,22,Querétaro,3,3,55786.56,31642.73,243
0238127,16,Michoacán de Ocampo,1,1,119081.92,95354.67,323
0828046,22,Querétaro,1,1,83387.55,55321.23,619
0480845,16,Michoacán de Ocampo,4,2,62070.78,70325.59,93
0402541,31,Yucatán,1,5,40014.44,58996.64,480
0168472,22,Querétaro,1,2,39406.63,28876.59,446
0588565,16,Michoacán de Ocampo,1,4,61767.45,53343.86,556
0253807,31,Yucatán,1,4,36317.8,35997.83,245
0960950,22,Querétaro,2,3,73146.59,68114.59,467
0598029,22,Querétaro,2,2,95231.75,59182.03,587
0586535,22,Querétaro,4,3,40107.55,62505.15,1011
0521354,22,Querétaro,2,2,34097.18,23365.38,527
0313834,16,Michoacán de Ocampo,1,3,42931.83,47046.83,180
0656292,20,Oaxaca,2,4,62322.81,55982.94,155
0432520,09,Ciudad de México,1,3,73838.94,73590.61,1221
0562799,09,Ciudad de México,3,3,82824.19,56925.8,1117
0531701,31,Yucatán,2,5,69940.48,94076.64,509
0773815,22,Querétaro,3,3,50995.29,55378.97,924
0415700,20,Oaxaca,4,5,79121.39,42787.65,1105
0842767,09,Ciudad de México,2,3,118506.43,129913.61,1329
0453617,16,Michoacán de Ocampo,2,3,113480.89,81978.04,194
0924646,09,Ciudad de México,1,3,63471.86,53127.11,1088
0460781,22,Querétaro,1,1,26209.96,25871.58,1217
0623315,09,Ciudad de México,2,2,86165.51,52460.87,601
0488710,16,Michoacán de Ocampo,3,5,107278.1,85442.2,127
0698561,20,Oaxaca,4,5,30287.54,32402.5,1275
0392637,09,Ciudad de México,2,5,70787.15,95764.8,454
0212559,19,Nuevo León,1,5,316866.47,186558.67,1303
0689866,22,Querétaro,1,5,100382.22,113562.48,751
0154442,20,Oaxaca,2,4,80449.57,52287.54,1147
0567841,16,Michoacán de Ocampo,2,2,31511.3,32629.31,235
0144949,22,Querétaro,3,3,23045.31,27127.28,1139
0949843,20,Oaxaca,1,1,63444.66,44617.68,987
0475916,16,Michoacán de Ocampo,4,2,32951.85,28455.47,925
0863706,19,Nuevo León,3,5,147595.9,148731.65,583
0128908,20,Oaxaca,9,4,52065.92,28663.91,732
0189397,16,Michoacán de Ocampo,1,2,47002.03,44480.1,648
0454578,20,Oaxaca,1,3,37574.21,37528.27,1366
0739781,19,Nuevo León,4,2,71786.92,68985.62,1167
0178471,19,Nuevo León,1,1,36951.9,36765.99,682
0678571,20,Oaxaca,1,4,152701.47,78857.88,1171
0752749,22,Querétaro,9,2,153057.01,157189.6,638
0344927,31,Yucatán,1,3,28092.51,29157.33,340
0161417,22,Querétaro,3,1,79030.65,63126.75,237
0944933,31,Yucatán,2,5,180876.25,119473.64,1157
0553572,22,Querétaro,1,4,99928.28,84915.78,807
0958650,20,Oaxaca,1,5,53473,39186.6,871
0981872,31,Yucatán,4,5,20401.88,13462.21,985
0896446,16,Michoacán de Ocampo,2,2,42096.51,29992.11,301
0219049,20,Oaxaca,3,2,20717.09,27384.51,1379
0455914,22,Querétaro,1,5,66875.47,55963.6,969
0438680,19,Nuevo León,3,3,64945.4,50442.31,293
0310949,22,Querétaro,2,5,47238.23,51653.21,317
0313860,20,Oaxaca,2,4,67155.07,98340.47,456
0887714,09,Ciudad de México,1,3,51244.67,27079.69,220
0336465,09,Ciudad de México,4,2,29711.82,28601.95,317
0651995,20,Oaxaca,2,2,86132.35,50897.66,865
0603999,16,Michoacán de Ocampo,1,2,84101.66,40169.52,1271
0514742,20,Oaxaca,1,7,143432.94,121542.48,844
0696834,31,Yucatán,2,2,66766.64,46346.72,299
0420122,09,Ciudad de México,2,2,57740.85,63339.36,1020
0848828,19,Nuevo León,3,3,73179.27,66340.24,1395
0472547,19,Nuevo León,3,5,25296.4,36414.52,260
0377098,19,Nuevo León,2,1,57062.98,71541.03,687
0324860,16,Michoacán de Ocampo,2,7,87326.5,124107.29,546
0901944,22,Querétaro,3,3,36723.06,28854.41,418
0947281,20,Oaxaca,3,4,48850.63,38211.6,400
0453243,19,Nuevo León,1,2,40272.18,45513.92,618
0483817,16,Michoacán de Ocampo,1,4,52637.36,50023.78,588
0446984,09,Ciudad de México,1,5,44261.06,53355.6,217
0503555,09,Ciudad de México,3,3,23730.74,29126.65,232
0577033,16,Michoacán de Ocampo,2,3,46588.13,51613.29,614
0929115,09,Ciudad de México,1,2,93709.86,50238.35,799
0548125,09,Ciudad de México,4,5,20500.12,22996.3,121
0481821,09,Ciudad de México,1,3,36834.84,29763.87,949
0664268,19,Nuevo León,1,1,48985.9,35227.31,981
0873267,19,Nuevo León,1,7,107522.01,122504.73,300
0104119,19,Nuevo León,1,4,,44145.13,307
0462194,20,Oaxaca,1,3,62851.94,55093.1,699
0312737,22,Querétaro,1,6,41290.31,24558.18,248
0333061,31,Yucatán,1,4,26955.49,28180.09,446
0575306,16,Michoacán de Ocampo,3,5,125604.29,147878.2,1319
0512567,31,Yucatán,3,3,44345.86,36231.76,1108
0152914,09,Ciudad de México,1,2,11928.69,13129.2,321
0644515,19,Nuevo León,1,3,51979.14,26860.91,1283
0337515,31,Yucatán,3,2,28253.48,38982.08,383
0148358,20,Oaxaca,2,4,76371.94,59809.49,576
0748409,22,Querétaro,3,3,24067.57,28989.32,868
0936834,22,Querétaro,1,4,116646.33,83569.62,1231
0737602,19,Nuevo León,2,1,37149.01,32802.61,346
0466246,19,Nuevo León,4,4,38958.31,34957.43,243
0163375,22,Querétaro,2,2,78522.16,60580.11,915
0581445,19,Nuevo León,1,4,48594.28,60898.93,1031
0962196,09,Ciudad de México,1,2,56455.17,40379.84,800
0432731,31,Yucatán,1,3,101335.64,100656.01,1106
0612996,09,Ciudad de México,4,3,69289.81,66488.43,596
0476225,22,Querétaro,1,5,167293.95,131916.98,993
0742641,16,Michoacán de Ocampo,3,3,67529.77,58119.5,1301
0814023,31,Yucatán,2,3,89610.82,57736.93,488
0722227,16,Michoacán de Ocampo,3,4,20317.88,23825.3,974
0781573,31,Yucatán,1,3,72234.3,67713.46,616
0432586,31,Yucatán,1,6,158792.86,99127.89,994
0476450,20,Oaxaca,1,1,73627.22,79372.81,1175
0768030,19,Nuevo León,3,3,20569.41,21571.57,262
0730822,31,Yucatán,1,5,93451.33,76948.03,612
0887034,31,Yucatán,2,5,163733.31,115407.71,837
0955459,09,Ciudad de México,1,4,85402.86,70810.05,830
0173231,22,Querétaro,2,2,33484.49,32290.06,1166
0206102,09,Ciudad de México,2,3,33118.93,28171.79,670
0528046,20,Oaxaca,1,1,41264.84,29517.38,990
0838976,19,Nuevo León,2,5,37055.62,29917.06,549
0900511,31,Yucatán,2,4,37784.02,47326.38,147
0993764,09,Ciudad de México,9,2,72011.32,94421.42,779
0423381,22,Querétaro,3,3,100909.12,160221.97,618
0761348,09,Ciudad de México,1,3,122073.42,120619.07,96
0121038,22,Querétaro,1,5,37978.99,44346.92,1230
0873748,16,Michoacán de Ocampo,1,1,77031.86,76192.73,1380
0567604,31,Yucatán,4,2,17761.75,15521.89,676
0206534,22,Querétaro,1,2,65759.32,86718.78,1192
0793840,19,Nuevo León,1,4,62386.81,50041.83,1364
0677507,09,Ciudad de México,1,4,347888.84,188852.66,1264
0662343,16,Michoacán de Ocampo,2,2,47195.55,52682.58,1219
0403501,31,Yucatán,3,2,80106.17,58851.85,517
0447481,19,Nuevo León,2,3,46602.36,37051.97,186
0624236,16,Michoacán de Ocampo,1,5,44784.78,36077.68,1004
0827079,19,Nuevo León,9,1,150688.76,133766.25,251
0645156,20,Oaxaca,3,3,34783.39,39439.13,308
0617566,20,Oaxaca,1,3,36610.07,35898.57,403
0965279,31,Yucatán,2,5,56403.12,36399.39,1036
0622742,19,Nuevo León,1,4,67578.47,55748.84,113
0301748,20,Oaxaca,1,5,65290.29,42708.74,896
0832337,20,Oaxaca,3,4,20269.32,17989.41,241
0432199,09,Ciudad de México,1,1,45224.32,41829.94,1127
0712798,09,Ciudad de México,4,2,64286.7,43301.68,1333
0219524,09,Ciudad de México,3,3,77007.27,66086.42,128
0442340,22,Querétaro,1,5,118417.28,104918.78,571
0483836,20,Oaxaca,1,3,79693.25,66712.2,87
0760367,16,Michoacán de Ocampo,1,1,52366.59,39274.12,160
0162821,09,Ciudad de México,2,7,,50731.35,191
0503692,20,Oaxaca,3,2,41140.19,29767.74,322
0864608,19,Nuevo León,1,1,45354.84,47705.36,678
0183351,22,Querétaro,2,2,30515.82,27325.07,749
0924868,19,Nuevo León,1,3,125759.8,63185.44,1127
0503208,19,Nuevo León,2,5,36497.3,29155.86,174
0477598,31,Yucatán,9,3,30129.36,31518.19,139
0841449,22,Querétaro,1,7,48117.93,61395.48,844
0432118,16,Michoacán de Ocampo,3,1,48043.85,56882.39,1201
0707222,19,Nuevo León,4,3,61928.18,83186.07,793
0120311,09,Ciudad de México,3,3,75848.3,59986.28,935
0544673,22,Querétaro,2,5,55939.78,60601.34,983
0886540,20,Oaxaca,2,4,67186.23,52205.16,443
0638250,09,Ciudad de México,1,1,94379.32,91881.23,1064
0184725,19,Nuevo León,1,7,82386.82,95319.03,1177
0493351,09,Ciudad de México,1,2,54197.85,56403.65,947
0640288,09,Ciudad de México,3,3,38860.52,35755.25,558
0166480,16,Michoacán de Ocampo,2,3,78284.16,77330.52,855
0432898,31,Yucatán,2,5,17663.41,25138.23,1201
0918035,16,Michoacán de Ocampo,1,3,151512.57,143610.72,255
0219410,22,Querétaro,4,2,26677.94,16832.33,231
0819183,19,Nuevo León,1,3,109455.09,83824.78,668
0249510,22,Querétaro,2,1,32569.55,36232.72,762
0232427,20,Oaxaca,2,3,44663.94,34258.63,653
0806961,16,Michoacán de Ocampo,3,1,71630.08,45046.51,1309
0180168,20,Oaxaca,2,5,61950.31,46477.74,358
0836204,22,Querétaro,4,4,56477.62,50166.67,1094
0255485,09,Ciudad de México,9,3,79587.34,60384.31,664
0666970,31,Yucatán,1,2,151951.87,121692.47,1241
0547928,22,Querétaro,1,3,149931.08,144662.93,193
0661044,19,Nuevo León,1,2,55457.77,60226.24,458
0776998,20,Oaxaca,1,1,125911.13,113756.84,926
0727594,31,Yucatán,1,3,159282.28,128472.58,782
0588067,22,Querétaro,2,4,92981.82,81874.55,406
0200181,09,Ciudad de México,1,4,37313.53,35021.93,866
0143376,22,Querétaro,1,2,48126.32,53387.87,491
0621829,20,Oaxaca,2,3,11246.05,10066.51,178
0611252,20,Oaxaca,2,4,53625.9,53987.16,653
0732013,16,Michoacán de Ocampo,1,2,41949.97,45441.51,190
0880496,22,Querétaro,3,4,64053.64,79139.11,782
0833430,09,Ciudad de México,2,3,52984.69,65388.22,406
0950037,20,Oaxaca,2,3,19034.74,20604.24,704
0979039,19,Nuevo León,2,5,104309.79,70581.87,943
0467373,20,Oaxaca,1,7,208973.9,155652.23,328
0512675,22,Querétaro,1,1,36109.26,36812.87,862
0237575,09,Ciudad de México,1,3,50597.35,54913.86,187
0293758,31,Yucatán,2,3,46515.63,28247.69,304
0110709,22,Querétaro,1,2,242502.63,185450.02,1147
0510362,31,Yucatán,1,2,83313.01,85462.97,912
0757677,19,Nuevo León,1,4,128423.59,100305.83,1196
0321246,31,Yucatán,1,3,35526.07,35094.02,1006
0705588,16,Michoacán de Ocampo,1,5,47408.77,40919.35,284
0953955,22,Querétaro,1,3,45510.23,40993.84,116
0932083,09,Ciudad de México,2,3,20945.69,18565.56,1364
0967556,20,Oaxaca,3,4,26398.83,23658.44,1030
0691494,16,Michoacán de Ocampo,3,3,26752.34,28092.75,1241
0238064,22,Querétaro,2,4,41398.1,28951.59,98
0674374,09,Ciudad de México,1,2,102973.96,100647.64,419
0955571,31,Yucatán,2,6,283908.06,178665.32,432
0487651,09,Ciudad de México,2,6,33277.41,44459.79,1210
0955676,31,Yucatán,4,3,66832.16,63644.4,439
0958558,16,Michoacán de Ocampo,3,2,50010.54,40583.51,304
0905464,22,Querétaro,4,4,38066.06,24747.31,1151
0616046,22,Querétaro,1,5,88437.1,100168.76,345
0839474,09,Ciudad de México,3,3,53950.88,44597.86,862
0690411,31,Yucatán,3,3,34045.15,32918.32,230
0316155,09,Ciudad de México,1,5,63493.4,46108.82,346
0950440,19,Nuevo León,1,2,86868.38,74006.23,563
0454499,20,Oaxaca,1,4,62112.06,60253.19,981
0733584,20,Oaxaca,1,1,93311.23,91310.83,741
0947525,31,Yucatán,9,3,20966.92,17980.77,1302
0927459,19,Nuevo León,2,2,64478.45,57040.33,423
0691404,20,Oaxaca,4,1,109820.2,85370.88,947
0160328,19,Nuevo León,2,3,53522.01,38208.23,717
0989857,19,Nuevo León,3,3,47981.18,41802.5,1153
0560106,19,Nuevo León,3,5,112263.54,93368.66,161
0714798,22,Querétaro,1,6,94376.34,70979.84,1277
0981075,31,Yucatán,1,3,82695.05,53549.99,711
0215190,09,Ciudad de México,1,1,47088.43,74076.21,1062
0139001,22,Querétaro,1,3,44269.75,42364.71,517
0570497,20,Oaxaca,2,5,112333.72,86404.66,820
0269315,16,Michoacán de Ocampo,1,2,33373.79,43290.12,326
0569859,16,Michoacán de Ocampo,2,7,80375.21,75664.18,902
0319599,19,Nuevo León,1,3,77257.55,61164.68,895
0285799,31,Yucatán,2,3,39487.21,28676.22,1362
0307932,20,Oaxaca,4,5,94781.64,115031.18,974
0747504,22,Querétaro,1,1,71089.32,66190.59,393
0107850,31,Yucatán,3,5,34587.34,32607.81,330
0205642,09,Ciudad de México,3,2,38852.44,35085.43,583
0827147,20,Oaxaca,1,6,43541.32,44163.44,504
0721197,20,Oaxaca,1,3,24889.09,25344.63,679
0968572,16,Michoacán de Ocampo,2,3,40881.97,43771.05,583
0118281,16,Michoacán de Ocampo,4,3,25522.54,32772.93,1113
0217038,31,Yucatán,1,3,73121.9,54772.67,888
0169184,16,Michoacán de Ocampo,3,4,36680.88,26918.18,1041
0447278,16,Michoacán de Ocampo,1,4,115213.83,86279.4,939
0140043,22,Querétaro,1,1,89018.59,63445.4,267
0967260,22,Querétaro,1,5,85386.38,122908.51,858
0812709,16,Michoacán de Ocampo,1,3,31847.83,32744.02,793

